Title,price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date,id
Hotel Bliss Regency,ýýý 995,Near Ranchi Train Station | 530 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 618 Off,4.7, (Excellent),3,,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6381
Janta Hotel,ýýý 685,Near Ranchi Train Station | 800 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 308 Off,2.8,,28,16%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6382
OYO 14294 De Rest,"ýýý 1,514",Vasuki Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 374 Off,2.5,,81,20%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6383
OYO 27962 Pamma Inn,"ýýý 1,657",Kantatoli | 790 m from Kantatoli Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 409 Off,3.3, (Good),35,14%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6384
The Mayfair,"ýýý 1,688",Dhurwa | 7.7 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 819 Off,3.5, (Good),26,51%,"['Lounge', 'Free Parking', 'Lawn']",Ranchi,09-08-2021,11-08-2021,6385
Maharaja inn pvt ltd,"ýýý 2,701",Ahirtoli | 8.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1312 Off,3.5, (Good),25,51%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6386
OYO 19645 Corporate Club,"ýýý 1,425",Near Ranchi Train Station | 5.0 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 352 Off,1,,1,16%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6387
Raj Guest House,"ýýý 1,290",Near Ranchi Train Station | 720 m from Ranchi Railway Station,,3.5, (Good),13,16%,"['Kitchenette', 'Caretaker', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6388
Hotel Cradle Inn,"ýýý 1,562",Argora | 7.6 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 758 Off,3.3, (Good),33,51%,"['Lounge', 'Conference Room', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6389
Hotel MJKINS INN,"ýýý 1,316",Morabadi | 9.1 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 335 Off,3.8, (Good),4,,"['Free Parking', 'Kitchenette', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6390
OYO 29988 Hotel Chabi Plaza,"ýýý 1,698",Ratu Road,Exclusive Offer - HDFC Credit Card Users. Get INR 420 Off,3.3, (Good),24,16%,"['Conference Room', 'Free Wi-Fi', 'Elevator/Lift']",Ranchi,09-08-2021,11-08-2021,6391
Hotel Bridge View,"ýýý 1,098",Main road | 980 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 533 Off,1,,1,6%,"['Vehicle Rentals', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6392
New Arsh Residency,"ýýý 1,671",Ahirtoli | 8.7 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1039 Off,2.9,,24,52%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6393
Aksh Residency,ýýý 810,Near Ranchi Train Station | 5.8 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 688 Off,2.5,,12,16%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6394
B&B House,"ýýý 3,582",Sarhul Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 2227 Off,,,,20%,"['Caretaker', 'Power Backup', 'Balcony/Terrace']",Ranchi,09-08-2021,11-08-2021,6395
EXECUTIVE'S NEST GUEST HOUSE,"ýýý 1,304",Gitilpiri | 5.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1499 Off,3.5, (Good),16,26%,"['Elevator/Lift', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6396
Hotel Samrat,ýýý 569,Near Ranchi Train Station | 960 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 320 Off,,,,20%,"['Lounge', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6397
Hotel Ranchi Inn,ýýý 600,Near Ranchi Train Station | 890 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 270 Off,,,,35%,"['Vehicle Rentals', 'Air Conditioning', '24-hour Room Service']",Ranchi,09-08-2021,11-08-2021,6398
Hotel City Palace,ýýý 956,Lalpur | 9.0 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 594 Off,1,,1,19%,"['Free Parking', 'Conference Room', 'Vehicle Rentals']",Ranchi,09-08-2021,11-08-2021,6399
OYO 40815 Krish Residency,ýýý 984,Doranda | 3.5 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,3, (Good),1,14%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6400
Hotel Sita Kunj,ýýý 564,Main road | 6.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 143 Off,2.8,,6,20%,"['Free Parking', 'Vehicle Rentals', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6401
Hotel Shyam Residency,ýýý 810,Sarhul Nagar | 9.5 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1308 Off,2.4,,38,51%,"['Free Parking', 'Conference Room', 'Vehicle Rentals']",Ranchi,09-08-2021,11-08-2021,6402
Hotel Ambassador,"ýýý 1,098",Main road | 940 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 533 Off,2.7,,40,6%,"['Vehicle Rentals', 'Free Wi-Fi', 'Kitchenette']",Ranchi,09-08-2021,11-08-2021,6403
OYO 18561 Hotel Athiti,"ýýý 1,561",Gutuwa,Exclusive Offer - HDFC Credit Card Users. Get INR 386 Off,2.9,,12,43%,"['Free Parking', 'Conference Room', 'Bar']",Ranchi,09-08-2021,11-08-2021,6404
OYO RCH268 Churuvilla,"ýýý 1,623",Main road | 6.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 401 Off,2.3,,10,16%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6405
Hotel Rajdhani Plaza,ýýý 940,Main road | 6.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 239 Off,2.6,,14,51%,"['Free Parking', 'Business Centre', 'Conference Room']",Ranchi,09-08-2021,11-08-2021,6406
HOTEL APSARA,"ýýý 1,504",Lalpur | 9.1 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 384 Off,,,,51%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6407
Hotel Natraj Mini,"ýýý 1,353",Main road | 6.8 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 841 Off,2.8,,99,6%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6408
Hotel Om Regency,"ýýý 1,435",Main road | 6.6 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 697 Off,2.3,,20,6%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6409
Hotel Aloka Inn,ýýý 973,Morabadi | 9.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 754 Off,3.2, (Good),10,29%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6410
Basera Hostel,ýýý 856,Main road | 5.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 386 Off,3.3, (Good),7,16%,"['Lounge', 'Free Parking', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6411
EXECUTIVE'S PALACE,"ýýý 1,410",Ashok Nagar | 7.1 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,2.8,,4,25%,"['Power Backup', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6412
Satkar Hotel,"ýýý 1,013",Near Ranchi Train Station | 360 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 492 Off,1,,1,14%,"['Free Parking', 'Kitchenette', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6413
Royal Residency,"ýýý 1,055",Near Ranchi Train Station | 710 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 512 Off,,,,6%,"['Elevator/Lift', 'Air Conditioning', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6414
OYO 74632 Hotel Kp Inn,"ýýý 1,614",Near Ranchi Train Station | 5.7 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 399 Off,2,,2,16%,"['Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6415
OYO 48655 Hotel Cookwell,"ýýý 1,392",Ratu Road,Exclusive Offer - HDFC Credit Card Users. Get INR 344 Off,3.5, (Good),2,16%,['Couple Friendly'],Ranchi,09-08-2021,11-08-2021,6416
Fun Factory,"ýýý 2,140",Getlatu,Exclusive Offer - HDFC Credit Card Users. Get INR 964 Off,5, (Excellent),1,51%,"['Lounge', 'Indoor Games', 'Kids Play Area']",Ranchi,09-08-2021,11-08-2021,6417
Royal Panacea,ýýý 433,Tatisilwai | 12.5 km from city centre,,3.3, (Good),3,51%,"['Free Parking', 'Business Centre', 'Conference Room']",Ranchi,09-08-2021,11-08-2021,6418
OYO 29569 Hotel Bodhraj Inn,"ýýý 1,355",Main road | 4.8 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 335 Off,2.9,,11,14%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Ranchi,09-08-2021,11-08-2021,6419
Hotel Crystal Residency,"ýýý 2,820",Near Ranchi Train Station | 4.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 719 Off,2.5,,32,6%,"['Lounge', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6420
OYO 75932 Oxy Paradise Harmu,"ýýý 1,607",Delatoli | 7.6 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 397 Off,3.3, (Good),15,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6421
OYO 4312 Hotel Park Street,"ýýý 1,758",Sarhul Nagar | 9.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 434 Off,,,,6%,"['Conference Room', 'Bar', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6422
Sai Villa,"ýýý 14,100",Ratu Road,Exclusive Offer - HDFC Credit Card Users. Get INR 3600 Off,,,,51%,"['Caretaker', 'Living Room', 'Housekeeping']",Ranchi,09-08-2021,11-08-2021,6423
Hotel Royal View,"ýýý 1,012",Delatoli | 7.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 491 Off,2.1,,19,51%,"['Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6424
OYO 7852 Hotel Embassy,"ýýý 1,665",Near Ranchi Train Station | 440 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 411 Off,,,,6%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6425
OYO 37411 Royal Residency,"ýýý 1,556",Near Ranchi Train Station | 750 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 384 Off,3, (Good),8,16%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6426
OYO 74639 Hotel Aman Palace,"ýýý 1,660",Main road | 5.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 410 Off,2.5,,27,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6427
OYO 64698 Hotel Rewal Palace,"ýýý 1,769",Namkum | 9.4 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 437 Off,,,,51%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6428
OYO 45540 Prakash Inn,"ýýý 1,568",Near Ranchi Train Station | 730 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 387 Off,,,,51%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6429
OYO 75905 Stay Villa,"ýýý 1,447",Main road | 5.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 357 Off,,,,51%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6430
OYO 71757 Aditya Inn,"ýýý 1,802",Nagra Toli | 9.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 445 Off,2.8,,6,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6431
OYO 41914 Hotel New City Palace,"ýýý 1,887",Near Ranchi Train Station | 750 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 466 Off,,,,51%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6432
OYO 76930 Hotel Aloka,ýýý 906,Ahirtoli | 8.8 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 223 Off,,,,51%,"['Childcare Services', 'Free Wi-Fi', 'Kitchenette']",Ranchi,09-08-2021,11-08-2021,6433
Hotel Emerald,"ýýý 1,998",Doranda | 4.1 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 510 Off,1.8,,71,51%,"['Free Parking', 'Conference Room', 'Vehicle Rentals']",Ranchi,09-08-2021,11-08-2021,6434
Hotel Stay WithINN,"ýýý 1,586",Indrapuri Colony | 9.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 404 Off,,,,51%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6435
OYO 14897 Hotel OXY HERITAGE,"ýýý 1,652",Main road | 7.5 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 408 Off,4.5, (Excellent),6,6%,"['Conference Room', 'Free Wi-Fi', 'Kitchenette']",Ranchi,09-08-2021,11-08-2021,6436
OYO 1545 Hotel Shivani International,"ýýý 1,723",Shukla Colony | 4.3 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 426 Off,,,,29%,"['Conference Room', 'Free Wi-Fi', 'Elevator/Lift']",Ranchi,09-08-2021,11-08-2021,6437
OYO Flagship 61193 Aram Inn,"ýýý 1,494",Near Ranchi Train Station | 5.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 369 Off,3.5, (Good),84,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6438
Stay Villa Prime,"ýýý 1,017",Near Ranchi Train Station | 5.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 788 Off,,,,51%,"['Lounge', 'Free Parking', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6439
Hotel New Rajasthan,"ýýý 1,098",Lalpur | 8.8 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 533 Off,4.5, (Excellent),2,51%,"['Free Parking', 'Bakery', 'Kitchenette']",Ranchi,09-08-2021,11-08-2021,6440
Hotel Vijay Shankar,ýýý 503,Upper Bazar | 8.3 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 283 Off,4.8, (Excellent),4,40%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Ranchi,09-08-2021,11-08-2021,6441
HOTEL AMALTASH,"ýýý 1,197",Ashok Nagar | 6.3 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 928 Off,5, (Excellent),1,16%,"['Indoor Games', 'Conference Room', 'Free Wi-Fi']",Ranchi,09-08-2021,11-08-2021,6442
Hotel Raj,ýýý 658,Ahirtoli | 7.6 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 168 Off,3.9, (Good),9,23%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6443
OYO RCH272 Oxy Herrison Blue,"ýýý 2,000",Ahirtoli | 8.5 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 494 Off,2.7,,6,25%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6444
OYO 78231 OXY RUDRA INN,"ýýý 1,586",Kalyanpur | 5.6 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 392 Off,,,,6%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6445
Savitri sadan,ýýý 770,Kanchnatoli | 6.0 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,1,,1,51%,"['Free Parking', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6446
OYO 72162 Gangotri Palace,"ýýý 1,218", | 10.2 km from city centre,Exclusive Offer - HDFC Credit Card Users. Get INR 301 Off,,,,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6447
Corporate Guest House,ýýý 815,Hinoo | 2.0 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 692 Off,,,,14%,"['Room Service', 'Power Backup', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6448
Namaste Ranchi - A Luxurious Stayover,"ýýý 8,460",Doranda | 4.7 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 2160 Off,,,,51%,"['Caretaker', 'Living Room', 'Washing Machine']",Ranchi,09-08-2021,11-08-2021,6449
Hotel Mantri Residency,"ýýý 1,410",Kumhar Toli,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,5, (Excellent),1,26%,"['Free Parking', 'Conference Room', 'Elevator/Lift']",Ranchi,09-08-2021,11-08-2021,6450
The Candy Suites,"ýýý 1,140",Hindpiri | 7.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 553 Off,,,,6%,"['Air Conditioning', 'Power Backup', 'Doctor on Call']",Ranchi,09-08-2021,11-08-2021,6451
Laxmi Guest House,"ýýý 3,760",Prem Nagar | 5.3 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 959 Off,,,,6%,"['Kitchenette', 'Lawn', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6452
Retreat Continental,"ýýý 1,880",Upper Bazar | 7.3 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,,,,16%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ranchi,09-08-2021,11-08-2021,6453
Motel AQUASIS,"ýýý 1,128",Ohdar Village,Exclusive Offer - HDFC Credit Card Users. Get INR 288 Off,4.8, (Excellent),4,6%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6454
Hotel Raj Inn,"ýýý 1,721",Ahirtoli | 8.2 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1334 Off,,,,6%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6455
Hotel blue crystal,"ýýý 1,266",Ratu Road | 10.0 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 615 Off,3.7, (Good),18,6%,[],Ranchi,09-08-2021,11-08-2021,6456
OYO RCH275 The Punjabi,"ýýý 1,348",Lalpur | 730 m from Kantatoli Bus Stand,Exclusive Offer - HDFC Credit Card Users. Get INR 333 Off,,,,25%,"['Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6457
FOCUS CLUB AND RESORT,"ýýý 2,162",Ahirtoli | 7.6 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 552 Off,,,,16%,"['Free Parking', 'Kids Play Area', 'Childcare Services']",Ranchi,09-08-2021,11-08-2021,6458
Dream Destination McCluskieganj,"ýýý 1,486",Mccluskieganj | 63.5 km from city centre,Exclusive Offer - HDFC Credit Card Users. Get INR 721 Off,,,,51%,"['Lounge', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6459
OYO 77519 Hotel Rajdhani Residency,"ýýý 1,986",Vasuki Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 491 Off,,,,6%,"['Free Parking', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6460
Sagar Palace,"ýýý 1,013",Hindpiri | 8.8 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 492 Off,,,,16%,"['Lounge', 'Conference Room', 'Elevator/Lift']",Ranchi,09-08-2021,11-08-2021,6461
Hotel Yuvraj,"ýýý 2,532",Near Ranchi Train Station | 4.5 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1230 Off,3, (Good),2,51%,"['Lounge', 'Elevator/Lift', 'Air Conditioning']",Ranchi,09-08-2021,11-08-2021,6462
Prakash Residency,"ýýý 1,304",Near Ranchi Train Station | 720 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 1499 Off,4, (Very Good),3,16%,['Couple Friendly'],Ranchi,09-08-2021,11-08-2021,6463
OXY Airport Palace,"ýýý 2,350",Vikash Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 599 Off,,,,16%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ranchi,09-08-2021,11-08-2021,6464
SPOT ON 60987 Cherish Guest House,"ýýý 1,006",Hesag | 6.1 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 248 Off,,,,35%,"['Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6465
OYO 81357 Oxy Tuk Tuk Palace,"ýýý 1,896",Ahirtoli | 8.4 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 468 Off,,,,6%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6466
Hotel Churuvilla,"ýýý 2,110",Main road | 6.9 km from Birsa Munda Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1024 Off,3, (Good),2,51%,['Room Service'],Ranchi,09-08-2021,11-08-2021,6467
HOTEL GURU,"ýýý 1,720",Near Ranchi Train Station | 400 m from Ranchi Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 1333 Off,,,,51%,"['Free Wi-Fi', 'Air Conditioning', '24-hour Room Service']",Ranchi,09-08-2021,11-08-2021,6468
OYO 79612 Hotel Sidhu Kanhu & Banquet,"ýýý 1,456",Hatma,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,,,,16%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ranchi,09-08-2021,11-08-2021,6469
Minerva Grand -S.D Road,"ýýý 1,791",Kalasiguda | In Secunderabad960 m from Yashoda Hospitals - Secunderabad,Exclusive Offer - HDFC Credit Card Users. Get INR 1113 Off,4, (Very Good),1650,28%,"['Free Parking', 'Business Centre', 'Conference Room']",Secunderabad,09-08-2021,11-08-2021,6470
Aalankrita Resort & Convention,"ýýý 3,738",Secunderabad | In Secunderabad,Exclusive Offer - HDFC Credit Card Users. Get INR 1361 Off,4.1, (Very Good),2203,11%,"['Free Parking', 'Outdoor Sports', 'Lawn', 'Lounge', 'Business Centre', 'Conference Room']",Secunderabad,09-08-2021,11-08-2021,6471
Celestia Suites-Leonia Holistic Destination,"ýýý 5,318",Shamirpet | In Secunderabad,Exclusive Offer - HDFC Credit Card Users. Get INR 2583 Off,3, (Good),621,16%,"['Free Parking', 'Childcare Services', 'Lawn']",Secunderabad,09-08-2021,11-08-2021,6472
